"profile","Park","year","quartile","rate_of_change","profile_direction"
"1","Haynisisoos Park, North Beach","97","yearly_ROC_min_dist_to_BP",NA,NA
"1","Haynisisoos Park, North Beach","97","yearly_ROC_q1_dist_to_BP",NA,NA
"1","Haynisisoos Park, North Beach","97","yearly_ROC_med_dist_to_BP",NA,NA
"1","Haynisisoos Park, North Beach","97","yearly_ROC_q3_dist_to_BP",NA,NA
"1","Haynisisoos Park, North Beach","97","yearly_ROC_max_dist_to_BP",NA,NA
"1","Haynisisoos Park, North Beach","98","yearly_ROC_min_dist_to_BP",-0.535474616197974,"Erosion"
"1","Haynisisoos Park, North Beach","98","yearly_ROC_q1_dist_to_BP",4.1682041349722,"Accretion"
"1","Haynisisoos Park, North Beach","98","yearly_ROC_med_dist_to_BP",8.42552826959508,"Accretion"
"1","Haynisisoos Park, North Beach","98","yearly_ROC_q3_dist_to_BP",12.2962348185014,"Accretion"
"1","Haynisisoos Park, North Beach","98","yearly_ROC_max_dist_to_BP",15.8300878629692,"Accretion"
"1","Haynisisoos Park, North Beach","98","mean",7.46452538380203,"Accretion"
"1","Haynisisoos Park, North Beach","99","yearly_ROC_min_dist_to_BP",-0.368448673196995,"Erosion"
"1","Haynisisoos Park, North Beach","99","yearly_ROC_q1_dist_to_BP",-0.631558171437089,"Erosion"
"1","Haynisisoos Park, North Beach","99","yearly_ROC_med_dist_to_BP",-0.850045177124355,"Erosion"
"1","Haynisisoos Park, North Beach","99","yearly_ROC_q3_dist_to_BP",-1.03430702199626,"Erosion"
"1","Haynisisoos Park, North Beach","99","yearly_ROC_max_dist_to_BP",-1.19176058105052,"Erosion"
"1","Haynisisoos Park, North Beach","99","mean",-0.368448673196995,"Erosion"
"1","Haynisisoos Park, North Beach","00","yearly_ROC_min_dist_to_BP",4.74909696840137,"Accretion"
"1","Haynisisoos Park, North Beach","00","yearly_ROC_q1_dist_to_BP",0.748184818573084,"Accretion"
"1","Haynisisoos Park, North Beach","00","yearly_ROC_med_dist_to_BP",-2.58975223220807,"Erosion"
"1","Haynisisoos Park, North Beach","00","yearly_ROC_q3_dist_to_BP",-5.41621343351749,"Erosion"
"1","Haynisisoos Park, North Beach","00","yearly_ROC_max_dist_to_BP",-7.83996080284187,"Erosion"
"1","Haynisisoos Park, North Beach","00","mean",-1.25090303159863,"Erosion"
"2","Santiago, North Beach","97","yearly_ROC_min_dist_to_BP",NA,NA
"2","Santiago, North Beach","97","yearly_ROC_q1_dist_to_BP",NA,NA
"2","Santiago, North Beach","97","yearly_ROC_med_dist_to_BP",NA,NA
"2","Santiago, North Beach","97","yearly_ROC_q3_dist_to_BP",NA,NA
"2","Santiago, North Beach","97","yearly_ROC_max_dist_to_BP",NA,NA
"2","Santiago, North Beach","98","yearly_ROC_min_dist_to_BP",7.91801884376643,"Accretion"
"2","Santiago, North Beach","98","yearly_ROC_q1_dist_to_BP",6.65269001226195,"Accretion"
"2","Santiago, North Beach","98","yearly_ROC_med_dist_to_BP",4.89998175177763,"Accretion"
"2","Santiago, North Beach","98","yearly_ROC_q3_dist_to_BP",2.31697691610042,"Accretion"
"2","Santiago, North Beach","98","yearly_ROC_max_dist_to_BP",-1.84861869082273,"Erosion"
"2","Santiago, North Beach","98","mean",3.41801884376643,"Accretion"
"2","Santiago, North Beach","99","yearly_ROC_min_dist_to_BP",12.5679426538,"Accretion"
"2","Santiago, North Beach","99","yearly_ROC_q1_dist_to_BP",11.025786997338,"Accretion"
"2","Santiago, North Beach","99","yearly_ROC_med_dist_to_BP",8.85815511053155,"Accretion"
"2","Santiago, North Beach","99","yearly_ROC_q3_dist_to_BP",5.58880124710439,"Accretion"
"2","Santiago, North Beach","99","yearly_ROC_max_dist_to_BP",0.0962439895082993,"Accretion"
"2","Santiago, North Beach","99","mean",6.56794265379999,"Accretion"
"2","Santiago, North Beach","00","yearly_ROC_min_dist_to_BP",-4.7185619377438,"Erosion"
"2","Santiago, North Beach","00","yearly_ROC_q1_dist_to_BP",-4.1854950629287,"Erosion"
"2","Santiago, North Beach","00","yearly_ROC_med_dist_to_BP",-3.41319179857818,"Erosion"
"2","Santiago, North Beach","00","yearly_ROC_q3_dist_to_BP",-2.19412404390723,"Erosion"
"2","Santiago, North Beach","00","yearly_ROC_max_dist_to_BP",0.0165248336769687,"Accretion"
"2","Santiago, North Beach","00","mean",-2.7185619377438,"Erosion"
"2","Santiago, North Beach","01","yearly_ROC_min_dist_to_BP",-4.09778799281645,"Erosion"
"2","Santiago, North Beach","01","yearly_ROC_q1_dist_to_BP",-3.57651928488572,"Erosion"
"2","Santiago, North Beach","01","yearly_ROC_med_dist_to_BP",-2.82741997409913,"Erosion"
"2","Santiago, North Beach","01","yearly_ROC_q3_dist_to_BP",-1.65964557865886,"Erosion"
"2","Santiago, North Beach","01","yearly_ROC_max_dist_to_BP",0.412589102657347,"Accretion"
"2","Santiago, North Beach","01","mean",-2.09778799281645,"Erosion"
"2","Santiago, North Beach","02","yearly_ROC_min_dist_to_BP",1.25189496605742,"Accretion"
"2","Santiago, North Beach","02","yearly_ROC_q1_dist_to_BP",1.17799721065906,"Accretion"
"2","Santiago, North Beach","02","yearly_ROC_med_dist_to_BP",1.07322074520348,"Accretion"
"2","Santiago, North Beach","02","yearly_ROC_q3_dist_to_BP",0.913159798179772,"Accretion"
"2","Santiago, North Beach","02","yearly_ROC_max_dist_to_BP",0.63864217846466,"Accretion"
"2","Santiago, North Beach","02","mean",1.25189496605742,"Accretion"
"2","Santiago, North Beach","03","yearly_ROC_min_dist_to_BP",13.1172682488843,"Accretion"
"2","Santiago, North Beach","03","yearly_ROC_q1_dist_to_BP",11.4172597476885,"Accretion"
"2","Santiago, North Beach","03","yearly_ROC_med_dist_to_BP",9.01252826921744,"Accretion"
"2","Santiago, North Beach","03","yearly_ROC_q3_dist_to_BP",5.35154094034613,"Accretion"
"2","Santiago, North Beach","03","yearly_ROC_max_dist_to_BP",-0.892229964359012,"Erosion"
"2","Santiago, North Beach","03","mean",6.11726824888435,"Accretion"
"2","Santiago, North Beach","04","yearly_ROC_min_dist_to_BP",-8.3082620649651,"Erosion"
"2","Santiago, North Beach","04","yearly_ROC_q1_dist_to_BP",-7.44187829320035,"Erosion"
"2","Santiago, North Beach","04","yearly_ROC_med_dist_to_BP",-6.17039358734659,"Erosion"
"2","Santiago, North Beach","04","yearly_ROC_q3_dist_to_BP",-4.12371172940645,"Erosion"
"2","Santiago, North Beach","04","yearly_ROC_max_dist_to_BP",-0.285982733840404,"Erosion"
"2","Santiago, North Beach","04","mean",-4.3082620649651,"Erosion"
"2","Santiago, North Beach","05","yearly_ROC_min_dist_to_BP",3.71781417004025,"Accretion"
"2","Santiago, North Beach","05","yearly_ROC_q1_dist_to_BP",3.41277803802261,"Accretion"
"2","Santiago, North Beach","05","yearly_ROC_med_dist_to_BP",2.9755857906194,"Accretion"
"2","Santiago, North Beach","05","yearly_ROC_q3_dist_to_BP",2.29683519328017,"Accretion"
"2","Santiago, North Beach","05","yearly_ROC_max_dist_to_BP",1.10104754006882,"Accretion"
"2","Santiago, North Beach","05","mean",2.71781417004025,"Accretion"
"2","Santiago, North Beach","06","yearly_ROC_min_dist_to_BP",7.12490078297048,"Accretion"
"2","Santiago, North Beach","06","yearly_ROC_q1_dist_to_BP",6.32337868758907,"Accretion"
"2","Santiago, North Beach","06","yearly_ROC_med_dist_to_BP",5.16488561862411,"Accretion"
"2","Santiago, North Beach","06","yearly_ROC_q3_dist_to_BP",3.34326769353839,"Accretion"
"2","Santiago, North Beach","06","yearly_ROC_max_dist_to_BP",0.0642370203135087,"Accretion"
"2","Santiago, North Beach","06","mean",3.62490078297048,"Accretion"
"2","Santiago, North Beach","07","yearly_ROC_min_dist_to_BP",-11.477007198962,"Erosion"
"2","Santiago, North Beach","07","yearly_ROC_q1_dist_to_BP",-10.2522945009021,"Erosion"
"2","Santiago, North Beach","07","yearly_ROC_med_dist_to_BP",-8.4496171085146,"Erosion"
"2","Santiago, North Beach","07","yearly_ROC_q3_dist_to_BP",-5.53448599913283,"Erosion"
"2","Santiago, North Beach","07","yearly_ROC_max_dist_to_BP",-0.0230516777085846,"Erosion"
"2","Santiago, North Beach","07","mean",-5.97700719896199,"Erosion"
"2","Santiago, North Beach","08","yearly_ROC_min_dist_to_BP",3.86350971201183,"Accretion"
"2","Santiago, North Beach","08","yearly_ROC_q1_dist_to_BP",3.7447237783595,"Accretion"
"2","Santiago, North Beach","08","yearly_ROC_med_dist_to_BP",3.57508339082291,"Accretion"
"2","Santiago, North Beach","08","yearly_ROC_q3_dist_to_BP",3.31312336734278,"Accretion"
"2","Santiago, North Beach","08","yearly_ROC_max_dist_to_BP",2.85571231072738,"Accretion"
"2","Santiago, North Beach","08","mean",3.36350971201183,"Accretion"
"2","Santiago, North Beach","09","yearly_ROC_min_dist_to_BP",-3.98334827629836,"Erosion"
"2","Santiago, North Beach","09","yearly_ROC_q1_dist_to_BP",-3.83148902259253,"Erosion"
"2","Santiago, North Beach","09","yearly_ROC_med_dist_to_BP",-3.61420205495278,"Erosion"
"2","Santiago, North Beach","09","yearly_ROC_q3_dist_to_BP",-3.27770104515847,"Erosion"
"2","Santiago, North Beach","09","yearly_ROC_max_dist_to_BP",-2.68728736952077,"Erosion"
"2","Santiago, North Beach","09","mean",-3.48334827629836,"Erosion"
"2","Santiago, North Beach","10","yearly_ROC_min_dist_to_BP",-3.57957024701508,"Erosion"
"2","Santiago, North Beach","10","yearly_ROC_q1_dist_to_BP",-2.35927191315967,"Erosion"
"2","Santiago, North Beach","10","yearly_ROC_med_dist_to_BP",-0.624734165293443,"Erosion"
"2","Santiago, North Beach","10","yearly_ROC_q3_dist_to_BP",2.03506147006087,"Accretion"
"2","Santiago, North Beach","10","yearly_ROC_max_dist_to_BP",6.62620785527449,"Accretion"
"2","Santiago, North Beach","10","mean",1.42042975298492,"Accretion"
"2","Santiago, North Beach","11","yearly_ROC_min_dist_to_BP",21.9927373882625,"Accretion"
"2","Santiago, North Beach","11","yearly_ROC_q1_dist_to_BP",19.080551814677,"Accretion"
"2","Santiago, North Beach","11","yearly_ROC_med_dist_to_BP",15.0633554760259,"Accretion"
"2","Santiago, North Beach","11","yearly_ROC_q3_dist_to_BP",9.16661236271674,"Accretion"
"2","Santiago, North Beach","11","yearly_ROC_max_dist_to_BP",-0.32458355271491,"Erosion"
"2","Santiago, North Beach","11","mean",10.9927373882625,"Accretion"
"2","Santiago, North Beach","12","yearly_ROC_min_dist_to_BP",-9.60806525238333,"Erosion"
"2","Santiago, North Beach","12","yearly_ROC_q1_dist_to_BP",-8.52491191947081,"Erosion"
"2","Santiago, North Beach","12","yearly_ROC_med_dist_to_BP",-6.94059086290332,"Erosion"
"2","Santiago, North Beach","12","yearly_ROC_q3_dist_to_BP",-4.40337091089012,"Erosion"
"2","Santiago, North Beach","12","yearly_ROC_max_dist_to_BP",0.31199608782939,"Accretion"
"2","Santiago, North Beach","12","mean",-5.10806525238333,"Erosion"
"2","Santiago, North Beach","13","yearly_ROC_min_dist_to_BP",-5.54794522501736,"Erosion"
"2","Santiago, North Beach","13","yearly_ROC_q1_dist_to_BP",-4.8998277814404,"Erosion"
"2","Santiago, North Beach","13","yearly_ROC_med_dist_to_BP",-3.97925313693217,"Erosion"
"2","Santiago, North Beach","13","yearly_ROC_q3_dist_to_BP",-2.56911662961832,"Erosion"
"2","Santiago, North Beach","13","yearly_ROC_max_dist_to_BP",-0.139310252353057,"Erosion"
"2","Santiago, North Beach","13","mean",-3.04794522501736,"Erosion"
"2","Santiago, North Beach","14","yearly_ROC_min_dist_to_BP",0.952785136301605,"Accretion"
"2","Santiago, North Beach","14","yearly_ROC_q1_dist_to_BP",1.38855651229429,"Accretion"
"2","Santiago, North Beach","14","yearly_ROC_med_dist_to_BP",1.99724988612267,"Accretion"
"2","Santiago, North Beach","14","yearly_ROC_q3_dist_to_BP",2.90702078815447,"Accretion"
"2","Santiago, North Beach","14","yearly_ROC_max_dist_to_BP",4.41364649749797,"Accretion"
"2","Santiago, North Beach","14","mean",2.45278513630161,"Accretion"
"2","Santiago, North Beach","15","yearly_ROC_min_dist_to_BP",4.38428249227747,"Accretion"
"2","Santiago, North Beach","15","yearly_ROC_q1_dist_to_BP",3.22596965430561,"Accretion"
"2","Santiago, North Beach","15","yearly_ROC_med_dist_to_BP",1.6242430927214,"Accretion"
"2","Santiago, North Beach","15","yearly_ROC_q3_dist_to_BP",-0.735132057013419,"Erosion"
"2","Santiago, North Beach","15","yearly_ROC_max_dist_to_BP",-4.55363046664624,"Erosion"
"2","Santiago, North Beach","15","mean",0.384282492277474,"Accretion"
"2","Santiago, North Beach","16","yearly_ROC_min_dist_to_BP",1.59530397569248,"Accretion"
"2","Santiago, North Beach","16","yearly_ROC_q1_dist_to_BP",1.76671338019126,"Accretion"
"2","Santiago, North Beach","16","yearly_ROC_med_dist_to_BP",2.00980433280452,"Accretion"
"2","Santiago, North Beach","16","yearly_ROC_q3_dist_to_BP",2.38132198738763,"Accretion"
"2","Santiago, North Beach","16","yearly_ROC_max_dist_to_BP",3.01909005870913,"Accretion"
"2","Santiago, North Beach","16","mean",2.09530397569248,"Accretion"
"2","Santiago, North Beach","17","yearly_ROC_min_dist_to_BP",0.493492039760766,"Accretion"
"2","Santiago, North Beach","17","yearly_ROC_q1_dist_to_BP",0.194126783588737,"Accretion"
"2","Santiago, North Beach","17","yearly_ROC_med_dist_to_BP",-0.229359433165636,"Erosion"
"2","Santiago, North Beach","17","yearly_ROC_q3_dist_to_BP",-0.874178299287046,"Erosion"
"2","Santiago, North Beach","17","yearly_ROC_max_dist_to_BP",-1.97447177620587,"Erosion"
"2","Santiago, North Beach","17","mean",-0.506507960239234,"Erosion"
"2","Santiago, North Beach","18","yearly_ROC_min_dist_to_BP",-2.97796260156276,"Erosion"
"2","Santiago, North Beach","18","yearly_ROC_q1_dist_to_BP",-1.78613020759037,"Erosion"
"2","Santiago, North Beach","18","yearly_ROC_med_dist_to_BP",-0.087951414506405,"Erosion"
"2","Santiago, North Beach","18","yearly_ROC_q3_dist_to_BP",2.52563119324497,"Accretion"
"2","Santiago, North Beach","18","yearly_ROC_max_dist_to_BP",7.0649851149164,"Accretion"
"2","Santiago, North Beach","18","mean",2.02203739843724,"Accretion"
"2","Santiago, North Beach","19","yearly_ROC_min_dist_to_BP",11.5902879009413,"Accretion"
"2","Santiago, North Beach","19","yearly_ROC_q1_dist_to_BP",10.1562899038069,"Accretion"
"2","Santiago, North Beach","19","yearly_ROC_med_dist_to_BP",8.17176769625665,"Accretion"
"2","Santiago, North Beach","19","yearly_ROC_q3_dist_to_BP",5.24505078050033,"Accretion"
"2","Santiago, North Beach","19","yearly_ROC_max_dist_to_BP",0.499000077900783,"Accretion"
"2","Santiago, North Beach","19","mean",6.09028790094126,"Accretion"
"3","L443, North Beach","97","yearly_ROC_min_dist_to_BP",NA,NA
"3","L443, North Beach","97","yearly_ROC_q1_dist_to_BP",NA,NA
"3","L443, North Beach","97","yearly_ROC_med_dist_to_BP",NA,NA
"3","L443, North Beach","97","yearly_ROC_q3_dist_to_BP",NA,NA
"3","L443, North Beach","97","yearly_ROC_max_dist_to_BP",NA,NA
"3","L443, North Beach","98","yearly_ROC_min_dist_to_BP",34.017793562897,"Accretion"
"3","L443, North Beach","98","yearly_ROC_q1_dist_to_BP",29.0835979856481,"Accretion"
"3","L443, North Beach","98","yearly_ROC_med_dist_to_BP",22.4991557501795,"Accretion"
"3","L443, North Beach","98","yearly_ROC_q3_dist_to_BP",13.2727688941916,"Accretion"
"3","L443, North Beach","98","yearly_ROC_max_dist_to_BP",-0.576451846431382,"Erosion"
"3","L443, North Beach","98","mean",17.017793562897,"Accretion"
"3","L443, North Beach","99","yearly_ROC_min_dist_to_BP",-1.10414681577262,"Erosion"
"3","L443, North Beach","99","yearly_ROC_q1_dist_to_BP",-0.899490861871104,"Erosion"
"3","L443, North Beach","99","yearly_ROC_med_dist_to_BP",-0.583695432923359,"Erosion"
"3","L443, North Beach","99","yearly_ROC_q3_dist_to_BP",-0.0380183980484407,"Erosion"
"3","L443, North Beach","99","yearly_ROC_max_dist_to_BP",1.10269097518874,"Accretion"
"3","L443, North Beach","99","mean",-0.104146815772617,"Erosion"
"3","L443, North Beach","00","yearly_ROC_min_dist_to_BP",7.83149042387055,"Accretion"
"3","L443, North Beach","00","yearly_ROC_q1_dist_to_BP",7.00518824597988,"Accretion"
"3","L443, North Beach","00","yearly_ROC_med_dist_to_BP",5.788880222286,"Accretion"
"3","L443, North Beach","00","yearly_ROC_q3_dist_to_BP",3.82442049462446,"Accretion"
"3","L443, North Beach","00","yearly_ROC_max_dist_to_BP",0.132276280584029,"Accretion"
"3","L443, North Beach","00","mean",4.33149042387055,"Accretion"
"3","L443, North Beach","01","yearly_ROC_min_dist_to_BP",-1.00191336360191,"Erosion"
"3","L443, North Beach","01","yearly_ROC_q1_dist_to_BP",-0.628835795666376,"Erosion"
"3","L443, North Beach","01","yearly_ROC_med_dist_to_BP",-0.0793214489540392,"Erosion"
"3","L443, North Beach","01","yearly_ROC_q3_dist_to_BP",0.810356599447541,"Accretion"
"3","L443, North Beach","01","yearly_ROC_max_dist_to_BP",2.49645966194569,"Accretion"
"3","L443, North Beach","01","mean",0.498086636398091,"Accretion"
"3","L443, North Beach","02","yearly_ROC_min_dist_to_BP",1.08924157837549,"Accretion"
"3","L443, North Beach","02","yearly_ROC_q1_dist_to_BP",1.09496526645223,"Accretion"
"3","L443, North Beach","02","yearly_ROC_med_dist_to_BP",1.10346912128252,"Accretion"
"3","L443, North Beach","02","yearly_ROC_q3_dist_to_BP",1.11742022888923,"Accretion"
"3","L443, North Beach","02","yearly_ROC_max_dist_to_BP",1.14447206297923,"Accretion"
"3","L443, North Beach","02","mean",1.08924157837549,"Accretion"
"3","L443, North Beach","03","yearly_ROC_min_dist_to_BP",6.64730811513582,"Accretion"
"3","L443, North Beach","03","yearly_ROC_q1_dist_to_BP",5.66551194632826,"Accretion"
"3","L443, North Beach","03","yearly_ROC_med_dist_to_BP",4.22680611279102,"Accretion"
"3","L443, North Beach","03","yearly_ROC_q3_dist_to_BP",1.91563235465137,"Accretion"
"3","L443, North Beach","03","yearly_ROC_max_dist_to_BP",-2.406264870139,"Erosion"
"3","L443, North Beach","03","mean",2.14730811513582,"Accretion"
"3","L443, North Beach","04","yearly_ROC_min_dist_to_BP",-5.30074519271793,"Erosion"
"3","L443, North Beach","04","yearly_ROC_q1_dist_to_BP",-4.54768340097678,"Erosion"
"3","L443, North Beach","04","yearly_ROC_med_dist_to_BP",-3.41853916487077,"Erosion"
"3","L443, North Beach","04","yearly_ROC_q3_dist_to_BP",-1.53793035481013,"Erosion"
"3","L443, North Beach","04","yearly_ROC_max_dist_to_BP",2.2177534643512,"Accretion"
"3","L443, North Beach","04","mean",-1.80074519271793,"Erosion"
"3","L443, North Beach","05","yearly_ROC_min_dist_to_BP",8.21790602045395,"Accretion"
"3","L443, North Beach","05","yearly_ROC_q1_dist_to_BP",7.43126899121269,"Accretion"
"3","L443, North Beach","05","yearly_ROC_med_dist_to_BP",6.27458418640583,"Accretion"
"3","L443, North Beach","05","yearly_ROC_q3_dist_to_BP",4.40651398240174,"Accretion"
"3","L443, North Beach","05","yearly_ROC_max_dist_to_BP",0.879849364582608,"Accretion"
"3","L443, North Beach","05","mean",4.71790602045395,"Accretion"
"3","L443, North Beach","06","yearly_ROC_min_dist_to_BP",-8.47474708658429,"Erosion"
"3","L443, North Beach","06","yearly_ROC_q1_dist_to_BP",-7.5652477854954,"Erosion"
"3","L443, North Beach","06","yearly_ROC_med_dist_to_BP",-6.20346651242466,"Erosion"
"3","L443, North Beach","06","yearly_ROC_q3_dist_to_BP",-3.9404903954925,"Erosion"
"3","L443, North Beach","06","yearly_ROC_max_dist_to_BP",0.560004331141899,"Accretion"
"3","L443, North Beach","06","mean",-3.97474708658429,"Erosion"
"3","L443, North Beach","07","yearly_ROC_min_dist_to_BP",-1.68915027299425,"Erosion"
"3","L443, North Beach","07","yearly_ROC_q1_dist_to_BP",-1.4906511162077,"Erosion"
"3","L443, North Beach","07","yearly_ROC_med_dist_to_BP",-1.20065116069132,"Erosion"
"3","L443, North Beach","07","yearly_ROC_q3_dist_to_BP",-0.736955240446692,"Erosion"
"3","L443, North Beach","07","yearly_ROC_max_dist_to_BP",0.123081784147172,"Accretion"
"3","L443, North Beach","07","mean",-1.18915027299425,"Erosion"
"3","L443, North Beach","08","yearly_ROC_min_dist_to_BP",0.387944928649118,"Accretion"
"3","L443, North Beach","08","yearly_ROC_q1_dist_to_BP",0.680978242462012,"Accretion"
"3","L443, North Beach","08","yearly_ROC_med_dist_to_BP",1.10712946754286,"Accretion"
"3","L443, North Beach","08","yearly_ROC_q3_dist_to_BP",1.78372767932721,"Accretion"
"3","L443, North Beach","08","yearly_ROC_max_dist_to_BP",3.02322646792734,"Accretion"
"3","L443, North Beach","08","mean",1.38794492864912,"Accretion"
"3","L443, North Beach","09","yearly_ROC_min_dist_to_BP",-4.74889593365325,"Erosion"
"3","L443, North Beach","09","yearly_ROC_q1_dist_to_BP",-4.28194509035036,"Erosion"
"3","L443, North Beach","09","yearly_ROC_med_dist_to_BP",-3.60813197102361,"Erosion"
"3","L443, North Beach","09","yearly_ROC_q3_dist_to_BP",-2.55093938547767,"Erosion"
"3","L443, North Beach","09","yearly_ROC_max_dist_to_BP",-0.653359682088075,"Erosion"
"3","L443, North Beach","09","mean",-2.74889593365325,"Erosion"
"3","L443, North Beach","10","yearly_ROC_min_dist_to_BP",-5.10351620146634,"Erosion"
"3","L443, North Beach","10","yearly_ROC_q1_dist_to_BP",-4.39615786715782,"Erosion"
"3","L443, North Beach","10","yearly_ROC_med_dist_to_BP",-3.38725071054467,"Erosion"
"3","L443, North Beach","10","yearly_ROC_q3_dist_to_BP",-1.83179942975775,"Erosion"
"3","L443, North Beach","10","yearly_ROC_max_dist_to_BP",0.878980437527573,"Accretion"
"3","L443, North Beach","10","mean",-2.60351620146634,"Erosion"
"3","L443, North Beach","11","yearly_ROC_min_dist_to_BP",22.8671630343521,"Accretion"
"3","L443, North Beach","11","yearly_ROC_q1_dist_to_BP",20.4012595015683,"Accretion"
"3","L443, North Beach","11","yearly_ROC_med_dist_to_BP",16.9465902980734,"Accretion"
"3","L443, North Beach","11","yearly_ROC_q3_dist_to_BP",11.759538084175,"Accretion"
"3","L443, North Beach","11","yearly_ROC_max_dist_to_BP",3.10195696224689,"Accretion"
"3","L443, North Beach","11","mean",13.3671630343521,"Accretion"
"3","L443, North Beach","12","yearly_ROC_min_dist_to_BP",-13.379901892744,"Erosion"
"3","L443, North Beach","12","yearly_ROC_q1_dist_to_BP",-11.9828490454453,"Erosion"
"3","L443, North Beach","12","yearly_ROC_med_dist_to_BP",-9.92653090428201,"Erosion"
"3","L443, North Beach","12","yearly_ROC_q3_dist_to_BP",-6.60032475903209,"Erosion"
"3","L443, North Beach","12","yearly_ROC_max_dist_to_BP",-0.303202788566367,"Erosion"
"3","L443, North Beach","12","mean",-6.87990189274398,"Erosion"
"3","L443, North Beach","13","yearly_ROC_min_dist_to_BP",3.27198514459583,"Accretion"
"3","L443, North Beach","13","yearly_ROC_q1_dist_to_BP",3.86584609978387,"Accretion"
"3","L443, North Beach","13","yearly_ROC_med_dist_to_BP",4.70632056462488,"Accretion"
"3","L443, North Beach","13","yearly_ROC_q3_dist_to_BP",5.98723413083973,"Accretion"
"3","L443, North Beach","13","yearly_ROC_max_dist_to_BP",8.17751344423131,"Accretion"
"3","L443, North Beach","13","mean",5.27198514459583,"Accretion"
"3","L443, North Beach","14","yearly_ROC_min_dist_to_BP",-1.51311129055085,"Erosion"
"3","L443, North Beach","14","yearly_ROC_q1_dist_to_BP",-1.47621412512007,"Erosion"
"3","L443, North Beach","14","yearly_ROC_med_dist_to_BP",-1.42468651557962,"Erosion"
"3","L443, North Beach","14","yearly_ROC_q3_dist_to_BP",-1.34767715027787,"Erosion"
"3","L443, North Beach","14","yearly_ROC_max_dist_to_BP",-1.22008476672964,"Erosion"
"3","L443, North Beach","14","mean",-1.51311129055085,"Erosion"
"3","L443, North Beach","15","yearly_ROC_min_dist_to_BP",8.49811124207303,"Accretion"
"3","L443, North Beach","15","yearly_ROC_q1_dist_to_BP",7.11085567567656,"Accretion"
"3","L443, North Beach","15","yearly_ROC_med_dist_to_BP",5.17588901494535,"Accretion"
"3","L443, North Beach","15","yearly_ROC_q3_dist_to_BP",2.28915501927396,"Accretion"
"3","L443, North Beach","15","yearly_ROC_max_dist_to_BP",-2.48020649606534,"Erosion"
"3","L443, North Beach","15","mean",3.49811124207303,"Accretion"
"3","L443, North Beach","16","yearly_ROC_min_dist_to_BP",4.44986881907739,"Accretion"
"3","L443, North Beach","16","yearly_ROC_q1_dist_to_BP",4.3739130274702,"Accretion"
"3","L443, North Beach","16","yearly_ROC_med_dist_to_BP",4.26463321991788,"Accretion"
"3","L443, North Beach","16","yearly_ROC_q3_dist_to_BP",4.09394242026994,"Accretion"
"3","L443, North Beach","16","yearly_ROC_max_dist_to_BP",3.78987508097417,"Accretion"
"3","L443, North Beach","16","mean",4.44986881907739,"Accretion"
"3","L443, North Beach","17","yearly_ROC_min_dist_to_BP",-12.3114075811275,"Erosion"
"3","L443, North Beach","17","yearly_ROC_q1_dist_to_BP",-10.9126338138494,"Erosion"
"3","L443, North Beach","17","yearly_ROC_med_dist_to_BP",-8.89636574272015,"Erosion"
"3","L443, North Beach","17","yearly_ROC_q3_dist_to_BP",-5.73800702988013,"Erosion"
"3","L443, North Beach","17","yearly_ROC_max_dist_to_BP",-0.0842871530846056,"Erosion"
"3","L443, North Beach","17","mean",-6.31140758112747,"Erosion"
"3","L443, North Beach","18","yearly_ROC_min_dist_to_BP",8.40385083149648,"Accretion"
"3","L443, North Beach","18","yearly_ROC_q1_dist_to_BP",7.27113925324941,"Accretion"
"3","L443, North Beach","18","yearly_ROC_med_dist_to_BP",5.69960408733956,"Accretion"
"3","L443, North Beach","18","yearly_ROC_q3_dist_to_BP",3.37305900049324,"Accretion"
"3","L443, North Beach","18","yearly_ROC_max_dist_to_BP",-0.424266266777702,"Erosion"
"3","L443, North Beach","18","mean",4.40385083149648,"Accretion"
"3","L443, North Beach","19","yearly_ROC_min_dist_to_BP",5.74371605207268,"Accretion"
"3","L443, North Beach","19","yearly_ROC_q1_dist_to_BP",5.0832722058535,"Accretion"
"3","L443, North Beach","19","yearly_ROC_med_dist_to_BP",4.14355048125247,"Accretion"
"3","L443, North Beach","19","yearly_ROC_q3_dist_to_BP",2.69996460192162,"Accretion"
"3","L443, North Beach","19","yearly_ROC_max_dist_to_BP",0.199089495752013,"Accretion"
"3","L443, North Beach","19","mean",3.24371605207268,"Accretion"
"4","B1, North Beach","97","yearly_ROC_min_dist_to_BP",NA,NA
"4","B1, North Beach","97","yearly_ROC_q1_dist_to_BP",NA,NA
"4","B1, North Beach","97","yearly_ROC_med_dist_to_BP",NA,NA
"4","B1, North Beach","97","yearly_ROC_q3_dist_to_BP",NA,NA
"4","B1, North Beach","97","yearly_ROC_max_dist_to_BP",NA,NA
"4","B1, North Beach","98","yearly_ROC_min_dist_to_BP",29.0558587763377,"Accretion"
"4","B1, North Beach","98","yearly_ROC_q1_dist_to_BP",25.1594782796373,"Accretion"
"4","B1, North Beach","98","yearly_ROC_med_dist_to_BP",19.8908064167242,"Accretion"
"4","B1, North Beach","98","yearly_ROC_q3_dist_to_BP",12.3877965009242,"Accretion"
"4","B1, North Beach","98","yearly_ROC_max_dist_to_BP",0.926008650056447,"Accretion"
"4","B1, North Beach","98","mean",15.0558587763377,"Accretion"
"4","B1, North Beach","99","yearly_ROC_min_dist_to_BP",0.0892953557308496,"Accretion"
